,spotify,key_and_mode
73768,spotify:track:6ENYlcLGfq25l6rldCgOza,B Major
73770,spotify:track:3D7FxofOl3mNfytrpWPiGu,A Major
73772,spotify:track:61dPjKl6prdY2Qr6Gt8GOA,G# Major
73774,spotify:track:4sQ4hMl8aHWvJePPzA6ZzU,A Major
73788,spotify:track:2RBEjeuKV2PRpcNgGaaw7b,Bb Major
73789,spotify:track:670EMjYclGjCv8sIjRTCXW,C Major
73792,spotify:track:2o2LKS73kyhOl2xc4rlZyG,A Major
73806,spotify:track:4d3RwFLXmpxvSQcIKWnga1,F minor
73809,spotify:track:7LIUBtWyDK5uEzWyL2SkS0,A minor
73836,spotify:track:0dqkma6elydngemQCgOl5g,E Major
73866,spotify:track:2eaDf2pM41NvmX1Q1jpzjU,D Major
73868,spotify:track:0WcUEERoThHoynXdCO69dv,D minor
73875,spotify:track:3MbI2wnUJv40ooawTHf1vM,C# Major
73941,spotify:track:3WzE5hhRDjZ4pORs9JXcLB,D minor
73942,spotify:track:6Zld9ahnmrj0v0r7enpNCI,F# minor
73943,spotify:track:5qi2G3w8QxGzw97UZtCgB9,F minor
73944,spotify:track:24cLPzd8ZHrLhMNdr3cjU3,Bb minor
73946,spotify:track:6ZiEEx0EfqOvfEqI5zGCuY,B Major
73948,spotify:track:0UrijsUAdtvWpk9T7onUFN,C# Major
73950,spotify:track:2EyAPhJ23QLeVUJdVz42Un,A Major
73951,spotify:track:5a5jvWbwOvVVBkdCljEDfu,E minor
73952,spotify:track:4cDPTUB03w2sxdFY1prFJl,D minor
73953,spotify:track:4p4zEr00yowhEYeDwZ1VHI,A minor
73954,spotify:track:7lovl82apqxAEbgZ548xKy,D Major
73955,spotify:track:7eMjvHltf3PKZGavoI2yIR,E minor
73956,spotify:track:5FjrIdM9wlCRaF8uxieEHw,A minor
73957,spotify:track:5kNVgwLF4zJ4EeXPuRTPi3,G minor
73958,spotify:track:4TRROL1bU9JjQpmbn6hkyP,F Major
73959,spotify:track:7qwtR1C2qpUYrCJOKx2LzX,F Major
73964,spotify:track:0ahJA1MVq1buADQx4KStdq,C Major
73965,spotify:track:4AWDoGEhA1UnECtyDP0Bo6,G# Major
73966,spotify:track:0sQe381ESqTggGYbkkOABN,D# minor
73967,spotify:track:0HKloN8P3j6Pn3ORjadbzD,G# Major
73968,spotify:track:55GP2AZsEpsCuIGJ8ZN6Nr,Bb Major
73969,spotify:track:121RzIpsQiuVy7YpDjVK5w,G Major
73970,spotify:track:5GJ8ZNyrC10vs4AULLfEMH,E Major
73971,spotify:track:0AsDwAhbx8WZNoK18iY4uL,C# Major
73973,spotify:track:3L7ertHlKa5grygPzkr3YS,D# minor
73976,spotify:track:34P0m3HHa8wzjR8z05fgKl,D# minor
73977,spotify:track:1AIPVETqdDFCvCSXurd8pq,D minor
74090,spotify:track:2VIP5j5uWHULUPg6VEsLIu,D# Major
74111,spotify:track:0M6H4VRTmRWrkvDejctw9v,G# Major
74113,spotify:track:3suNTEiUztQWS4njmbcypa,A minor
74146,spotify:track:5fT0Ket0oH8t0HWc2ICPe3,C Major
74148,spotify:track:13DW7rwfu2QI4I0i399hAK,F Major
74149,spotify:track:2RcRssK8SOx9sv195TpeYq,A minor
74192,spotify:track:0mOFDZotw2cFmbMkt4I7cr,D# Major
74208,spotify:track:62ZWaIVAbKBszhikGfFyQp,G minor
74214,spotify:track:2km1vFP4pTlncsbw8lma0S,C minor
74340,spotify:track:1WVkr24wh2YLerBkT68Ldg,A minor
74378,spotify:track:7skk2HjpCCBW8lxIMq7mA0,C Major
74383,spotify:track:1ZafL7cQCIwPpGhauSHf1o,E Major
74384,spotify:track:00U3OKS6esARh05Hp2cv13,E Major
74386,spotify:track:2w1cEUoZ1xLhpmU9Z3THO1,G Major
74393,spotify:track:0csieWNgbJBqyz4jQe06xo,Bb minor
74474,spotify:track:7z8YNNGLYh6QlTy1a7jBCt,D minor
74506,spotify:track:3cIFx8teg54JFzc5ruODZm,F Major
74508,spotify:track:3amxUIvpIhD3UVHopwSJBY,Bb minor
74509,spotify:track:6HDeyrCusQOZrQM5sUM56B,C Major
74510,spotify:track:1hHvHJsYDor5fWT7GZt9uP,D Major
74512,spotify:track:0Sp9XbzhoW0vb6kUfnQtlt,D# Major
74514,spotify:track:1Tz5BmYaqgiNuzpWITrW6P,A Major
74515,spotify:track:4FL1Zo4oleAlBKl7CpEu4W,D# Major
74516,spotify:track:7JlQB9u7y3JadfCBX2HG8w,F Major
74517,spotify:track:7HC6qUy0lLdaVbKCHN0Ur8,G Major
74518,spotify:track:1cdqozc4n0EZaZjxg1aJEt,A Major
74528,spotify:track:0emWrxXl31xhxdTYhrLjLR,D Major
74529,spotify:track:5TMKT02QEQMkSOEEFkJrUO,D Major
74531,spotify:track:1uuFEQKK5AsrtjOktosA2g,D Major
74532,spotify:track:7aSZFvoMT8ZaynlQ2BJGcB,F Major
74533,spotify:track:3rys352dnwDEgCxaPdKJ4P,B minor
74535,spotify:track:1kd2f0RcSQBAxHOvrj2exy,D Major
74536,spotify:track:7uDi9IVOXD9mOaJcJBlvWD,D Major
74537,spotify:track:28VmoujHrT2j24M4fYWw7I,G Major
74552,spotify:track:5Yf9CJzHv31GqGykmQe4hj,F minor
74556,spotify:track:5YDPFPObTCdJE2C4JqAUWD,A Major
74691,spotify:track:3rCJOKLXxuhYLWlvlhFZuj,E minor
74692,spotify:track:3PNXPbMZGWn3aUtradM6je,A minor
74694,spotify:track:5Li5HHkBUFCoU3O5GiA1kd,G Major
74695,spotify:track:1l4y6DMpOcAqhvOogNPJUv,C Major
74817,spotify:track:6N9M5aQPppbmjoA2XpQ1PT,E minor
74853,spotify:track:5jXkpba1roHqbNVDXzE7nr,F# minor
74856,spotify:track:1vjupDhjlQ3K6sQipI3jQ3,G Major
74857,spotify:track:1AwOclSXfubijeYp73d2UW,F Major
74864,spotify:track:20OZ9K9kusud3wdJj2MVqU,A Major
74867,spotify:track:2l4CN4dqyJemDaKdcGbBTj,A Major
74868,spotify:track:2DfXBJOBNCLusNnTKNRSf0,E minor
74897,spotify:track:0fmF0knG1tv5DmCu25Kw8o,C minor
74898,spotify:track:3PKhvsNFgtySS8dKENV085,C minor
74899,spotify:track:6VFaKJvCgIt6TqHtI6yS71,G minor
74901,spotify:track:5vRr0JhlIJUG1CfrxbYCI8,C minor
74906,spotify:track:2BVpZJu9fYIY5NECbARF0w,C minor
74925,spotify:track:1gfQ9JO0SRaILdLFb73fkw,C Major
74937,spotify:track:5jryIWZeQORHdYTeG6cSiW,C Major
74938,spotify:track:0O9UKYSqJLPbxZzoLN5iKl,F Major
75049,spotify:track:4G9a2VfjzUllIzpNFBlZfV,D minor
75051,spotify:track:4XWxY8yA7eeovz8IYQthVX,E Major
75052,spotify:track:3QfNHwopwWkB11zxVaPEbX,D minor
75053,spotify:track:4DxdnxZcUZhcni3lYdFc6o,G Major
75055,spotify:track:6oUYz2ryjv4nlJWqi2J3aY,F minor
75056,spotify:track:7bML2hLYeee4JsOACPMH28,D Major
75057,spotify:track:5vVLPkE9PVF0T6yg7hOr1u,E Major
75059,spotify:track:5fuGGoVjkD0I08r7Rj4qQi,C Major
75060,spotify:track:5cWw2sDQOniYm1w9NXyIzm,D Major
75061,spotify:track:2XEBP89lMZXAxJzS7a2mYC,D Major
75231,spotify:track:1x1kAKGpk2IthS4ezdDfQX,D Major
75232,spotify:track:3Zq1z7Od7ZZcsOQRGFvwod,E minor
75233,spotify:track:5BbyGhQI7FNrEHVYiQD1Ym,B Major
75234,spotify:track:6AQbNwazAE7syoUZ8a1Aac,F# Major
75238,spotify:track:2OAD03OY2mmYdH3hBlLmM2,D# minor
75244,spotify:track:0pGRtKCdJeNVRNWN1RTJGJ,D# minor
75265,spotify:track:5VXVn5CPY4zAG4udLCQjOR,F minor
75267,spotify:track:2BrYyY7iDb1SK14EIzndYG,E minor
75268,spotify:track:1sVw7N2gxXSX5hnFLdLf6W,D minor
75269,spotify:track:1QgCe9P1Buafvm3Z3KiHdg,C minor
75270,spotify:track:5zV3EShv26VFiNXyAJroWq,E minor
75271,spotify:track:3lZk67cyUumqIZ0qLyOd8O,D# minor
75272,spotify:track:1SI1SvFlscKP53XRtnIHhJ,E minor
75273,spotify:track:7mF1PjZsLfOPMQsT2jepIv,A minor
75276,spotify:track:18gi3muDfdFUySxktpyz65,E minor
75372,spotify:track:2FteJJHfIuSOvhxTkmKr1N,C# minor
75374,spotify:track:4NIWygQjWBm9jpaGY3IrGm,D minor
75376,spotify:track:3fbZ2Cnq8gywttWOoJhaJp,C# minor
75377,spotify:track:1q61wMKUaRBq6iZ6e2trj9,A Major
75378,spotify:track:4fF1u2dGFB0wesfVOgjevN,C minor
75379,spotify:track:0cg3tCZHdTZT9jeUwYTBgl,G# minor
75381,spotify:track:1k1n85X8KdZzycbKnzuf4w,A minor
75384,spotify:track:5xiPW4YHksERMacVEy0T6J,B minor
75385,spotify:track:3DTNoagcSqmFSK1DsNo3v9,F# minor
75387,spotify:track:5uByu4im0bqcA0plLclxRW,D# minor
75389,spotify:track:7a1cqWSrIhvYriG2MWGmue,F minor
75393,spotify:track:7EFWWBWjpprGtJwzRgGPDT,B minor
75394,spotify:track:6cO3aTX6CINsbTPxaDDBNH,G# minor
75395,spotify:track:1o4Z1UKIQWFqdwo6ii5kzP,D minor
75396,spotify:track:2S5PHgcg0GLyQdm1h2DD7J,E minor
75413,spotify:track:12Ij5DPTKtCDfLr4I8rLn0,C# minor
75414,spotify:track:4odwFdpJij0fWfzzOGrii7,G minor
75416,spotify:track:6zX01mJrfZUXzgBsuesrYd,F# minor
75417,spotify:track:4rWFxH1kAYcetLdxc9Os9Y,G# Major
75419,spotify:track:1gSofVxIni0mMZ84s4Qwmh,B minor
75422,spotify:track:2yIFbD652hIySUTKb42gdd,G# minor
75424,spotify:track:0X0tPkH32skyFMYU0ELr6M,F minor
75429,spotify:track:6e0ZOB5XphBs2OX1kmYuFY,D minor
75430,spotify:track:4bb6Vn39UI982Ru3niVfm7,F# Major
75431,spotify:track:77oqtyds4GTIZ8mZ44rRza,D minor
75432,spotify:track:0wExqxDCUm9K3q45NEsjyW,D minor
75433,spotify:track:5BSIK8KnWhZRAnqbYeSXBN,D minor
75434,spotify:track:5AFck7cUk9jGqmW75sa7cE,D minor
75435,spotify:track:77UjLbm5VslOk9J5RHuVcv,D minor
75436,spotify:track:17Kw7g3YViPFdz2htVB915,Bb Major
75437,spotify:track:1AaBEomBsb5owIkZfhlp2H,D minor
75439,spotify:track:71PZLsMUh12im5QsWh2GI3,D minor
75440,spotify:track:3c61RkYZNgIBPtcQJmP58F,D minor
75441,spotify:track:6ol3GjOTrVLzEhq0Vcp4vU,D minor
75443,spotify:track:6Jj9KqdvArKfNHBnY65DAH,D minor
75454,spotify:track:6XUSrgElXYuMujLB6NW8ut,A minor
75456,spotify:track:731msxGGfdshDMAHyBtycf,D minor
75458,spotify:track:7Jwhbd6I7YFcntxOXVc6gq,A minor
75475,spotify:track:3sIOmFAOQFlL81pMbHbm4z,C Major
75476,spotify:track:6jSvccMdH2kU0BG0AIoxHt,F minor
75578,spotify:track:3lLuqqEBbJWth5yjq1x8FV,A Major
75579,spotify:track:7oRoy1AufWEAgu5qYfYUrD,D Major
75580,spotify:track:6N3NC4GxPojZSLsPHqeRBh,E Major
75581,spotify:track:5nL3mKFpptri7QNj66PdiN,C Major
75582,spotify:track:1K0EIhIh8cqB6OHTuG48JK,C Major
75583,spotify:track:63A4ppKa9kygHWwHAjH4Yv,C Major
75585,spotify:track:21msifrCT1X6pZrWILWRMZ,G# Major
75586,spotify:track:6SBJZgQtrPFExIepUpgOWt,C# Major
75587,spotify:track:5CIH1dhCgmKuHlEgQMiLDJ,B Major
75588,spotify:track:27uacktaLDVlSvw48yaHHm,C Major
75589,spotify:track:0biZ7c1VHEb4rNrVtOo4fQ,G Major
75626,spotify:track:41zab4ZqqN9jbMqfbGfdHB,E minor
75680,spotify:track:7eELwfEfg7lQCyeD4NQ3aM,C# minor
75681,spotify:track:1mPjuwjRhtmNga8UAgwZtV,E minor
75682,spotify:track:6J7ZaFuTL3PJSY0axOZPWG,G# Major
75683,spotify:track:6uiEBwWylwdQ95TWIvKabv,G Major
75684,spotify:track:5K6JEQ0CtcunuIFaqCtNFo,C Major
75685,spotify:track:3MICUDWW2APEgfx9RJbHQU,D Major
75686,spotify:track:1PLPALmmCFBM4ChiW8xojt,C# minor
75692,spotify:track:46B2KyLg5TbProTp4Oc1DM,D Major
75693,spotify:track:4N2tXYLVihEYnPFk9rB2zF,D Major
75746,spotify:track:47LHTWXQvlB7cpYfixbeUY,G# minor
75900,spotify:track:0e2Vb88X3FA1lGgbEwb12a,D# Major
75901,spotify:track:1ZRzVpJP4dHeZuWmnNPBuX,D Major
75903,spotify:track:4440oCRrADSeAL6oJwMpnH,G# minor
75904,spotify:track:35Boby2rm99xUr20Lzlycm,Bb Major
75905,spotify:track:1on0pcGyHGgL5HTitYKhjM,B Major
75906,spotify:track:2IBkBDANju2RJTwW8hosHD,D# Major
75909,spotify:track:4wbs6rRL45GtP89rS2DWQp,D# minor
75910,spotify:track:1t7GoD6D0yb9ZpmjId6gpb,Bb Major
75978,spotify:track:5Yr0vbzjcdkj6WTnqBQNtc,G Major
76082,spotify:track:1tBO7zeE1nPnnRIAXhNQIe,E minor
76117,spotify:track:0SRx46KiIUEvONI81RoIdf,F Major
76128,spotify:track:0SzaSKLoWueSQPC17Wk51K,D# Major
76129,spotify:track:5VgpXb1yJNxbNeKRO9wYmI,D minor
76130,spotify:track:5dvKB322sQOFQ6Inxcwi0D,C Major
76131,spotify:track:4S8CivFE2bn8cIzW2HnLNP,D Major
76236,spotify:track:1UZGMCAeNCCMnbsk3s5I8s,D Major
76239,spotify:track:5dr2zTjhPCZnbXplkHUC3F,C minor
76240,spotify:track:4kdZR2SCqfAjeSP5TMm5BR,B minor
76241,spotify:track:2F33pEHvycVU11munUbNNd,B minor
76243,spotify:track:4fZtVmr1S6DVnKXNpy50Vl,F Major
76244,spotify:track:5bXWLWadQUYqEKsfm2Cp0m,F# Major
76247,spotify:track:26HAL8wgOEuisLGCMw3EIJ,F Major
76248,spotify:track:4rByC5h9WiXIqBhTVk6xsn,G# Major
76252,spotify:track:51tpnqABiazSTHNgdoqqTE,C# Major
76281,spotify:track:73AWE0AOTdcRzJ4F8gqkjh,E minor
76282,spotify:track:70OTO1H08xpxeFoq5MIW1h,G Major
76283,spotify:track:40cPmBbx4ha19DfBOIqhfZ,F Major
76284,spotify:track:3PIQxInS6nIMZdm5eyiVsY,C Major
76285,spotify:track:0ZKWizCiIXzzIOCFNh1ZOb,G# minor
76286,spotify:track:17QmBDqCflTrglKfF42KsT,F Major
76287,spotify:track:3MlmbmQJwA8k2SjnVRN8i0,C# Major
76288,spotify:track:5m8nCfbDWloCeOVDlKACip,G minor
76349,spotify:track:2dRPU5aaAoGgrgYdOX5Sgo,Bb Major
76351,spotify:track:5wCjstHXlTRthbauzKBKdo,C Major
76352,spotify:track:1kBA1seQil9GjrMw121GPG,A Major
76353,spotify:track:5A4HL2imOCUWdFm8EMhx1s,F minor
76354,spotify:track:6skv3K2qKKjY4jG3r066vX,Bb Major
76355,spotify:track:5zRissNFFVdzX4zBwPZIPw,D# Major
76356,spotify:track:1JhkjyhKJCMdyzPTTLYpWm,C Major
76357,spotify:track:3Jn3ytUujtNX7TqFzOdAiM,D# Major
76478,spotify:track:2bRhj7fcsKMTgUsoSovOYE,G# minor
76479,spotify:track:6qNnJpfBlbeIwVNlxLkkqP,D# minor
76482,spotify:track:7MgK6TZpBNGFc1JqkbzNGN,A minor
76486,spotify:track:3hY5cgSka9VHCmgicaxmeh,C# minor
76490,spotify:track:3kHmxXbv5y5H4QALztGLBB,E minor
76491,spotify:track:7pjIzJUKQj5qNeaNZj5fWo,B minor
76497,spotify:track:0uO2afZfrK5TtQCclIZ3fP,E minor
76499,spotify:track:6m4bihYXztbIn6yGneGLpc,D minor
76500,spotify:track:09X74crlLfnAoXDRMan93l,E minor
76501,spotify:track:5r75pHPvvdLU1B9Tz7Z1lA,E minor
76504,spotify:track:4XkIJCMaEf0UeGNBbcFq8O,E Major
76506,spotify:track:0hwFEm8fTqcYssA5Lz1chX,E minor
76509,spotify:track:0P8jiBF2tWFr5Asc55HeAT,B minor
76511,spotify:track:2vGmA7KNxLzwK6tVQoWelP,D# Major
76513,spotify:track:0hIMShRfaV84H2gqzc7jxn,B minor
77233,spotify:track:6ZglKFg1YG6FEOf3mqyPWW,C Major
77234,spotify:track:2CfOMt8GsZwNFkiBqoEKLH,E Major
77235,spotify:track:1FVFeCFCDz3z36sPVGrN8M,C Major
77236,spotify:track:3KhMlGlrWxs4bwFMrrhlIv,G Major
77304,spotify:track:4ouKeMFtifHdRczmXFQkQi,D minor
77308,spotify:track:16NCf5B4zRSoe7By7G6kE3,C Major
77309,spotify:track:7glzSMAv1aOg4o6grLWzR3,B Major
77311,spotify:track:3voP8bfXOYFb8i7fVKvMAw,C Major
77312,spotify:track:21c3ghksV8n5G3rvqF4pmb,D Major
77315,spotify:track:5LWhw9w6QSMNSh9cpXOr8u,C Major
77316,spotify:track:3ThBl1ok7vRJFVFl98nnaZ,C Major
77317,spotify:track:3HLFNFxHMxMB0vUDWO83xF,C Major
77374,spotify:track:28W0mI3ChO1zrdbr6hCnfD,F minor
77375,spotify:track:3yKDn3Lx91r4KNgS7jVXzt,E minor
77376,spotify:track:5NPOJe4z3LhZXl7S8o7JXR,E minor
77377,spotify:track:2y3Dc5xV6BWIB5iBLhSJK8,F Major
77378,spotify:track:4gtFmEwYIpdxXpEgixC5qF,C Major
77379,spotify:track:7jlrjn1luxj0mRoO6MedG0,A Major
77380,spotify:track:4bOzS4WKKb7EYugiOOHgHw,F Major
77382,spotify:track:2K2tyqnODOvpE7EM9OOZX5,E minor
77385,spotify:track:5ZSUoS9jApTYA7GQLyjHqY,D# minor
77386,spotify:track:04YZ9bmtBrtbZLiybzzgGh,G minor
77548,spotify:track:09tCUA8Ct5d1w2ROhrgasy,G# minor
77549,spotify:track:6sM9y0oVuxCaVUGkWT5m9k,E minor
77550,spotify:track:2wo1VzizjBu9yzZlAfEAn4,Bb minor
77564,spotify:track:4jixsxBgBmTXUCyc87Ja5W,D minor
77566,spotify:track:0oyCRSozBXS8zdePJmv4v5,G minor
77573,spotify:track:3J7xTkDwJfdjMo0HYyPAwy,D Major
77577,spotify:track:2TnpF3BWtaOskUmgoLbOeu,F# minor
77825,spotify:track:3pWuen2gzHJlwlsJKKJ1d4,G# Major
77826,spotify:track:60XfkxHTp82JT9FuZSWArr,D minor
77831,spotify:track:3tNRt40IgPctU3yFN3CyQh,A minor
77832,spotify:track:7hfZwdxI5mDdw45s5qghkG,G# minor
77833,spotify:track:0DCFfz8udDz1RP60BGxibh,F Major
78067,spotify:track:6k8loFrQ14wXQ5bbujxXu9,B Major
78096,spotify:track:44w0d2jwtXPVFTaeDig39p,C minor
78099,spotify:track:5y3U2Nyd4p63iTcQyEKSzU,F# minor
78100,spotify:track:5wgx24iqG9xHgf785SZspz,A minor
78101,spotify:track:3DM2jgjts50x8822tbU6ZQ,F# minor
78102,spotify:track:6n10MGI9Gu0uTLFjSRZoHu,C minor
78104,spotify:track:1EdB2DRmvBr67IV7ef9WrL,D minor
78207,spotify:track:2b7RQoQBnIQl0ZUdcvgdPN,A Major
78244,spotify:track:6C2EpE6h0yhEVbK9dqJSQ2,C minor
78249,spotify:track:4c6IojzgSh1R1CHzxMDya3,G minor
78252,spotify:track:4G38ie2o21i3fhKZNByvAO,B minor
78834,spotify:track:5Idiue5OQOs6q5xZEqWVl1,A minor
78835,spotify:track:4a53Vq0s47yhvNH0fbJ7mn,A minor
78836,spotify:track:0RY5hmkwaAFUFfZjwARA4m,A minor
78839,spotify:track:3KQH2lrQq7yqTsp8nM51MB,A minor
78840,spotify:track:71v7KjuTEoaQIeFkiyCbYv,E minor
78843,spotify:track:7cWSkMdg2lQX81waEJQbMh,G# minor
78845,spotify:track:23Zykr9F4F3J0JsrQ8g1bN,A minor
78847,spotify:track:71TFRhgZDZNWdsuyDGy9MR,A minor
78848,spotify:track:2lqShTAb3eoePpx4ehpy9T,C minor
78852,spotify:track:37n2n5JOcvhSa7Hlvcvcci,A minor
79339,spotify:track:1l7njsfsWaL0CUl1iANfJG,D# minor
79340,spotify:track:4v8NUsKbdiFCv4E3bMVZf1,C minor
79344,spotify:track:6OfqEwl8mLUNlNSezisSlL,C minor
79363,spotify:track:2fHcQ4pS8GkRfyFyBhHeQj,D Major
79364,spotify:track:2zrGMw7fDsObeJJf35mn5S,E Major
79365,spotify:track:1XJl5i1pJBHoAXpedh100S,G Major
79366,spotify:track:1JWD16GzGq1MQBgL0l4a5g,G Major
79367,spotify:track:5EHRyrik0ZjrT2sDYzcvHV,B Major
79368,spotify:track:25exkrIuNdaVhWuPJWraU0,E Major
79369,spotify:track:1aaqTNCWpxacjizGVnxyDW,E Major
79372,spotify:track:3jlWlHDVtvVxtO128OgQ6A,E minor
79604,spotify:track:7iKrnCZT52aiQuHlTZVPn6,F minor
79731,spotify:track:2KaBmwg2k4Az0dUZwsbWlt,D Major
79733,spotify:track:7BVOxWlX1AumDKJq5HfKjL,D Major
79734,spotify:track:1k8XZruwyoQh2M5TJ5Tv08,D Major
79736,spotify:track:5vPWEhzJIxKIyCleeTpHzJ,E Major
79744,spotify:track:7Mq4U67QUfDQwF97EipnvN,D# Major
79745,spotify:track:1uA0j4jpMe8r6Zfu7PLuMi,E Major
79746,spotify:track:4UUXp1g5V2oPDgd4n214lo,A Major
79749,spotify:track:3jlWlHDVtvVxtO128OgQ6A,E minor
79753,spotify:track:1aaqTNCWpxacjizGVnxyDW,E Major
79754,spotify:track:25exkrIuNdaVhWuPJWraU0,E Major
79755,spotify:track:5EHRyrik0ZjrT2sDYzcvHV,B Major
79756,spotify:track:1JWD16GzGq1MQBgL0l4a5g,G Major
79757,spotify:track:1XJl5i1pJBHoAXpedh100S,G Major
79758,spotify:track:2fHcQ4pS8GkRfyFyBhHeQj,D Major
79759,spotify:track:2zrGMw7fDsObeJJf35mn5S,E Major
79760,spotify:track:6kdcGtOKqtMyGn81WhNPp0,D minor
79784,spotify:track:4gLgrd7iaRgCaTL3YdK7wc,E minor
79799,spotify:track:6emh3xChg8ZN32QUkl2Yjw,G Major
79895,spotify:track:7d61ju4gN4rDLR2zv02Zgo,F Major
80000,spotify:track:0LZ36GgG5p612JDyac0zrR,G Major
80001,spotify:track:3IRzOBU2dRwj1Q0HaH8oJT,D Major
80002,spotify:track:5StousHwp2HMCLKPhaSKjE,F# Major
80005,spotify:track:11qs8bbzv6EvE5TjmN13Mp,E Major
80076,spotify:track:0FnLAZetLbRob560xzrvT5,F# minor
80087,spotify:track:2aT5EYw5DriCQl4J08Epnx,G Major
80088,spotify:track:3TaLnt61FYBoFzE4OPCA7Z,Bb Major
80089,spotify:track:7LLE2vGMizuvorgT2qtsBR,C# Major
80090,spotify:track:4xFymgwR22edBmYXWZBLlI,B Major
80091,spotify:track:3eN5pWjBWUBuCdIDe2opPa,C Major
80142,spotify:track:69QxaSW5bJ3FzHUbqVd21M,D# minor
80145,spotify:track:3hCh9vn8n2DAESqySjcFB6,C Major
80159,spotify:track:4JyKk3EThx7Do2vE1KI7fO,F Major
80162,spotify:track:65GQBsYkJMpBHzfp0gTNpQ,Bb Major
80163,spotify:track:3MubomWuCtDUBT0VJdwyLb,D# Major
80239,spotify:track:5RO2iLu4IQjKLP3fNsnYHE,E Major
80301,spotify:track:0BQr5BLC6Xd7iU1JQryr6J,D minor
80307,spotify:track:4VZiG4ULQlD8yjHiTxO4XM,E minor
80311,spotify:track:5vZCtZVHn1wqmzJRSSZRHO,G Major
80312,spotify:track:4dDYA18VGKwK3TS3qQXjri,B minor
80426,spotify:track:0wRYBtprTNTqQ5fs0gUSl1,D minor
80429,spotify:track:6W1dCexC756UBF7dmJw3FO,C minor
80439,spotify:track:2YHBaWy7BYIihX9YuH8t2o,G Major
80449,spotify:track:71n3pTEJ4ui1Q2ZMU3iAjO,F# Major
80491,spotify:track:5lf4PciIjtV4UHzY3Br3FT,F minor
80503,spotify:track:3ZzZGZpOJmZxmQeinkgKtu,D minor
80783,spotify:track:1d6LEAZUER6BOPrg8mPYzg,D# Major
80786,spotify:track:51H9ycA2wg8i71s2Y9IXRa,C Major
80793,spotify:track:7yW9AJlb1C3GRK3YUxLflS,C minor
81238,spotify:track:2SyjPaCtTowKSFEcGBJzQo,Bb Major
81241,spotify:track:3V5tjuwebdLZxKdi1m6ChU,C minor
81243,spotify:track:69K73DyjQTwGg6UBvZi5JN,D Major
81244,spotify:track:5RsulbozTW1XDLljo8sjHU,G Major
81246,spotify:track:23p6E8i4i0a2mfSvCUBhSu,A Major
81248,spotify:track:2B5rfkGiRg4zr6fv7SK793,F Major
81252,spotify:track:7px5vRMXj55vavbLrheRKV,C Major
81355,spotify:track:7xMcXGtYVf7kYZ2N7izsbq,E Major
81356,spotify:track:2BIjqHTWJkYoRxTnMQRE0K,Bb Major
81357,spotify:track:3Tb9PeUvmvAMJCho4EE4Hp,Bb Major
81364,spotify:track:3hFhkcugEXtI5Np0dIcHe7,A Major
81368,spotify:track:1iq5U6xcyTYktZe9b8UgDU,C# Major
81370,spotify:track:2m4yY2UzrRmGMZuUuIBQJH,E Major
81382,spotify:track:2cYcFo5B4sIdrVS9CqwILC,G minor
81450,spotify:track:0X37uE2N1SkEoW0YK7287k,C Major
81451,spotify:track:2G3b5zpN52q9glCvzFuFfO,C Major
81452,spotify:track:3anT9Fa9gXO3MmIM8FbQCm,D Major
81454,spotify:track:3bh07VjLA8kpw4iqaRNqsO,A minor
81455,spotify:track:5NHVyqJ25PrriyoAP9dcX6,E Major
81461,spotify:track:3GiDObltA57C6Kc9Lm5kO1,B minor
81462,spotify:track:2p1JvmBwUWfO6DLnydmSv9,Bb Major
81463,spotify:track:2udkfBnBOLVQGZnJyaOZMB,F Major
81465,spotify:track:73ODGKV58OaZgmFcdeKlXC,C Major
81466,spotify:track:50KxeudWPRJIk1PVdZDL7C,E Major
81468,spotify:track:7kOcvFV3YvXlqHfBrihBoa,C minor
81476,spotify:track:7G3hfewNNYZptYl8BRvaZT,F Major
81478,spotify:track:3WOHW2XGvtBK3YMLbXGcuO,C Major
81479,spotify:track:5wwf2LZV0mAuC1nqTZBe3I,F# minor
81480,spotify:track:13Nxjxce6cpwRBrvMZR9l2,B minor
81481,spotify:track:59ybACe0zCXwtRYPPHSXHb,Bb minor
81483,spotify:track:3bpk8jFgiFJsSDYyWQLwbX,B Major
81484,spotify:track:4Zele0yfjPjlpD16Zj8flS,B minor
81487,spotify:track:0SbjCe2s7luK4XGlT0LVH6,G minor
81489,spotify:track:6X6upbBy4yGHKS3Xz7GEW8,D Major
81490,spotify:track:38Ts0vIybC4VOCyvdgL013,C Major
81491,spotify:track:5qOYGa2pw6Xn6cq03P8Om3,F# minor
81492,spotify:track:16EIiEHKGWUiNBHc3IgsUF,G# Major
81493,spotify:track:1Ao2XQNpjFAkhF0c41s6iw,E minor
81495,spotify:track:2ij2MYNqeJ0YjoEHFiNNi0,E Major
81497,spotify:track:5ZVOBxsuI17W8b1hjmHCxR,C Major
81498,spotify:track:2mv4zsY4Hdbr5SYjAfyXgI,F Major
81499,spotify:track:5T4jUtPU1aVqfEwILqkSPF,E minor
81501,spotify:track:07DMjeO8vN7bofw2zjqclj,E Major
81504,spotify:track:7rHdSiJZlBGzASwIf6H4qZ,D Major
81506,spotify:track:65yHWxaknxhJZwlAk3AIgB,G Major
81507,spotify:track:4IfJOcnwpl41q2jvRJ56og,E Major
